77 -0.000647718 -0.000277248 -0.000194114 5e-05 14 1.69353e-11 -0.000733742 -0.000300813 -0.000244848
13 -0.00039138 -0.000231895 -0.000206942 5e-05 13 4.63875e-12 -0.000388742 -0.000262817 -0.000210062
61 -0.00043777 -0.000236062 -0.000307543 5e-05 10 7.48707e-12 -0.000435067 -0.000274577 -0.000332294
114 -0.000498713 -0.000133509 -0.000137627 5e-05 14 3.00338e-12 -0.000488742 -0.000135231 -0.000136308
159 -0.000542028 -0.000140998 -0.000318071 5e-05 14 6.56302e-12 -0.000559991 -0.000134489 -0.000338389
169 -0.000549058 -0.0002305 -0.000209954 5e-05 11 4.04041e-12 -0.000541935 -0.000262887 -0.000216847
93 -0.000204339 -0.000340833 -0.000298821 5e-05 11 6.15109e-12 -0.000225085 -0.000339448 -0.00030353
111 -0.000266455 -0.000242141 -0.000157929 5e-05 10 4.21606e-12 -0.000268455 -0.000280114 -0.000162899
113 -0.000124949 -0.00021904 -0.000137371 5e-05 13 3.46165e-12 -0.000116075 -0.000223114 -0.000138324
147 -0.000123898 -0.000254796 -0.00028412 5e-05 9 4.53375e-12 -0.000121237 -0.000252007 -0.00030774
81 0.00011586 -0.000176819 -0.000172686 5e-05 17 6.24726e-12 0.000119074 -0.00017814 -0.000167486
107 0.000274888 -0.000307294 -0.000168654 5e-05 12 8.10864e-12 0.000283203 -0.000317355 -0.000165205
125 5.58155e-05 -0.000240935 -0.000339843 5e-05 10 5.07378e-12 6.8616e-05 -0.000241628 -0.000346445
128 1.58306e-05 -0.000309681 -0.000237038 5e-05 10 4.79913e-12 -3.93366e-07 -0.000326025 -0.000225937
181 0.000132266 -0.000340478 -0.000248687 5e-05 9 5.82433e-12 0.000159869 -0.000338671 -0.000266511
45 0.000528177 -0.000256261 -0.000269319 5e-05 11 8.57248e-12 0.000530623 -0.000306152 -0.000280041
198 0.000390687 -0.000213378 -0.000280777 5e-05 10 6.04612e-12 0.000376316 -0.000268316 -0.00030406
6 0.000735521 -0.000258853 -0.000281049 5e-05 9 1.4272e-11 0.000761026 -0.000271662 -0.000287451
