91 -0.000598122 -0.000240525 -0.000290862 5e-05 12 3.46029e-12 -0.000597847 -0.000269697 -0.000310428
112 -0.000775176 -0.000220968 -0.000259557 5e-05 12 3.86462e-12 -0.000805181 -0.000228375 -0.000276515
215 -0.000628827 -0.000140571 -0.000212618 5e-05 12 1.90392e-12 -0.000628263 -0.000145548 -0.000211803
259 -0.000724174 -0.000312411 -0.000315141 5e-05 10 5.82525e-12 -0.000737454 -0.000333981 -0.000319313
322 -0.00070575 -0.000140897 -0.000304843 5e-05 11 2.8843e-12 -0.000711663 -0.000146341 -0.000328285
343 -0.000779205 -0.000138731 -0.000179889 5e-05 10 2.42344e-12 -0.000793705 -0.000145485 -0.000174081
47 -0.000413025 -0.000135899 -0.00030853 5e-05 14 3.84264e-12 -0.000403067 -0.000129314 -0.000321604
60 -0.000567238 -0.00025353 -0.0001838 5e-05 15 2.80221e-12 -0.000570993 -0.000274202 -0.000193812
132 -0.000427561 -0.000334633 -0.000323224 5e-05 13 4.96053e-12 -0.000431735 -0.000336403 -0.000326427
366 -0.000409537 -0.000259003 -0.000209278 5e-05 12 2.65738e-12 -0.000413543 -0.000268806 -0.000215461
386 -0.000516152 -0.000173646 -0.000325458 5e-05 12 2.70423e-12 -0.000515042 -0.000179752 -0.000332083
73 -0.000280704 -0.000270338 -0.000251428 5e-05 12 2.82575e-12 -0.000292991 -0.00028482 -0.000269371
80 -0.00014835 -0.000157079 -0.0001998 5e-05 17 2.50278e-12 -0.000149249 -0.000157309 -0.000207095
145 -9.21587e-05 -0.000242805 -0.000288498 5e-05 11 3.76244e-12 -9.20907e-05 -0.000236146 -0.00031219
148 -0.000126538 -0.000320502 -0.000167362 5e-05 14 3.29989e-12 -0.000111936 -0.000336378 -0.000158411
166 -0.000245657 -0.000157506 -0.000312004 5e-05 13 4.43083e-12 -0.000238597 -0.000147025 -0.000338241
198 -0.000190316 -0.00032799 -0.000283787 5e-05 10 4.05163e-12 -0.000189677 -0.000340164 -0.000315638
227 -0.00028565 -0.00016667 -0.000200505 5e-05 16 2.20061e-12 -0.000286223 -0.000162529 -0.00019682
360 -0.000235625 -0.000307207 -0.000146141 5e-05 11 2.51567e-12 -0.000245666 -0.00031775 -0.00014925
388 -5.15975e-05 -0.000142623 -0.000145831 5e-05 15 1.87882e-12 -4.45662e-05 -0.000147067 -0.000147175
11 2.53847e-05 -0.000281026 -0.000302857 5e-05 12 4.76195e-12 1.97895e-05 -0.000303814 -0.000320341
57 0.000151333 -0.00026334 -0.000301545 5e-05 10 3.93476e-12 0.000155594 -0.000275732 -0.000327659
237 0.000163168 -0.000163962 -0.000148639 5e-05 15 2.66428e-12 0.000168894 -0.000172579 -0.000150492
266 8.60437e-05 -0.000287468 -0.000185636 5e-05 12 2.84601e-12 8.36502e-05 -0.000303814 -0.000190588
355 0.000223212 -0.000308169 -0.000226151 5e-05 8 2.72203e-12 0.000223437 -0.000323828 -0.000225908
8 0.000303513 -0.000170657 -0.000274283 5e-05 15 2.83491e-12 0.000298332 -0.000177942 -0.000290925
152 0.000403877 -0.000219782 -0.000248853 5e-05 12 2.49287e-12 0.000408827 -0.00022058 -0.000260376
164 0.000309812 -0.000319164 -0.000309011 5e-05 9 3.70861e-12 0.000302901 -0.000323994 -0.000322085
182 0.000560513 -0.000229272 -0.000275579 5e-05 14 2.87539e-12 0.000554683 -0.000233315 -0.000293634
251 0.000437331 -0.000337647 -0.000330145 5e-05 9 3.06558e-12 0.000446452 -0.00032702 -0.000341993
264 0.000474293 -0.000333984 -0.00021183 5e-05 11 3.17147e-12 0.00047663 -0.000346576 -0.000199936
297 0.000501616 -0.000236417 -0.000153079 5e-05 12 2.11999e-12 0.000503511 -0.000239317 -0.000146487
313 0.000407726 -0.00015458 -0.000141244 5e-05 12 2.03885e-12 0.000409139 -0.000151099 -0.000139025
107 0.00062593 -0.00019103 -0.000170816 5e-05 14 1.98437e-12 0.000632736 -0.000191183 -0.000166861
194 0.000756774 -0.000281368 -0.000318959 5e-05 10 5.09991e-12 0.00078299 -0.000282625 -0.00033246
220 0.000714099 -0.000147987 -0.000244452 5e-05 13 2.43006e-12 0.000708244 -0.000151258 -0.000256717
308 0.00063124 -0.000336312 -0.000315732 5e-05 10 3.34398e-12 0.000622265 -0.000335368 -0.000325027
357 0.000801617 -0.000170292 -0.000171363 5e-05 12 3.0909e-12 0.000814016 -0.000178369 -0.000173866
376 0.000723632 -0.000339864 -0.000228875 5e-05 10 3.36765e-12 0.00075177 -0.00034483 -0.000217164
115 -0.000731437 -3.08233e-05 -0.000339022 5e-05 10 3.00561e-12 -0.000746494 -3.54478e-05 -0.000349857
174 -0.000755962 7.3706e-05 -0.000155084 5e-05 14 3.1059e-12 -0.000770848 9.04424e-05 -0.000158282
183 -0.000683925 -3.15158e-05 -0.000186965 5e-05 13 1.84006e-12 -0.000684729 -3.64165e-05 -0.000187349
277 -0.000643064 5.07396e-05 -0.000249851 5e-05 14 2.08607e-12 -0.0006472 5.53947e-05 -0.000245175
286 -0.00077275 8.59447e-05 -0.000310206 5e-05 11 3.7824e-12 -0.000792309 9.33941e-05 -0.000320099
393 -0.000808643 -3.62644e-05 -0.000230597 5e-05 10 2.59132e-12 -0.000819652 -3.68128e-05 -0.00024414
13 -0.000357784 3.42361e-05 -0.000288293 5e-05 14 3.02783e-12 -0.000355938 1.61868e-05 -0.000308923
27 -0.000555833 -6.69895e-05 -0.000152762 5e-05 20 2.87804e-12 -0.000546002 -6.50126e-05 -0.000144652
114 -0.000567715 -6.20499e-05 -0.000303118 5e-05 15 2.98318e-12 -0.00056151 -6.01551e-05 -0.000317869
188 -0.000378938 -0.00013012 -0.000153867 5e-05 12 2.14643e-12 -0.000383272 -0.00012796 -0.000159108
209 -0.000408159 -9.40198e-06 -0.000198813 5e-05 10 2.00726e-12 -0.000413073 -2.06669e-05 -0.000203747
350 -0.000465485 0.000103958 -0.000327126 5e-05 11 2.32056e-12 -0.000462071 9.708e-05 -0.000335857
367 -0.00051249 4.66601e-05 -0.000227137 5e-05 13 2.0545e-12 -0.000510604 4.30627e-05 -0.000220433
396 -0.000571729 7.09298e-05 -0.000335214 5e-05 10 2.22242e-12 -0.000581557 6.71902e-05 -0.000349944
104 -0.000226138 0.000117206 -0.000172647 5e-05 18 2.25978e-12 -0.00022431 0.000115462 -0.000170216
122 -0.000199607 -1.4142e-05 -0.00024179 5e-05 14 3.24149e-12 -0.000192548 -2.23598e-05 -0.000263295
234 -4.46396e-05 2.36843e-05 -0.000277603 5e-05 15 3.35045e-12 -5.97411e-05 2.2671e-05 -0.000300834
287 -0.000246811 9.13784e-05 -0.000312045 5e-05 11 2.91804e-12 -0.00023458 7.43378e-05 -0.000332863
312 -0.000288414 2.16195e-05 -0.000177899 5e-05 13 2.15187e-12 -0.000293671 1.54649e-05 -0.000173256
372 -9.10786e-05 -3.19769e-05 -0.000156836 5e-05 14 2.01592e-12 -9.50317e-05 -2.79375e-05 -0.000165641
43 0.000219256 -3.06728e-05 -0.000210259 5e-05 15 2.33585e-12 0.00020215 -2.41916e-05 -0.000202269
55 4.64203e-06 6.01877e-05 -0.000162194 5e-05 16 2.30505e-12 9.78784e-06 5.7128e-05 -0.000165174
138 0.000122591 -0.000115973 -0.000287214 5e-05 11 2.57945e-12 0.000121669 -0.000128932 -0.000303072
147 7.15806e-06 -8.20655e-05 -0.000307075 5e-05 12 3.5918e-12 -1.56214e-05 -9.65096e-05 -0.000328096
201 4.91738e-05 -0.00011164 -0.000189261 5e-05 18 2.55808e-12 5.0901e-05 -0.000108112 -0.000185684
238 0.000264454 6.9781e-05 -0.000136362 5e-05 15 2.64729e-12 0.000263214 6.34532e-05 -0.000130265
248 8.51143e-05 0.00012547 -0.000258531 5e-05 15 2.84778e-12 9.23685e-05 0.000129033 -0.000268546
292 0.000205665 4.26455e-05 -0.000335566 5e-05 9 3.17677e-12 0.000211989 6.59779e-05 -0.000345179
314 9.53257e-05 -1.73345e-06 -0.000317015 5e-05 12 2.71837e-12 9.0717e-05 5.46819e-06 -0.000324587
315 0.000232244 -8.66311e-05 -0.000310505 5e-05 11 2.64771e-12 0.000236687 -9.37326e-05 -0.000332971
341 9.98157e-05 0.000114295 -0.000147536 5e-05 13 2.19602e-12 0.000110055 0.000103399 -0.00014652
14 0.000302062 -9.60546e-05 -0.000160613 5e-05 16 2.54774e-12 0.000299811 -9.3264e-05 -0.00014843
29 0.000549745 -0.0001084 -0.000193804 5e-05 16 2.14279e-12 0.000540298 -0.00010745 -0.000193647
36 0.000401332 6.73461e-05 -0.000218237 5e-05 14 2.69003e-12 0.000406641 7.61756e-05 -0.000230494
77 0.000411259 -8.7582e-05 -0.000321669 5e-05 15 3.96066e-12 0.000418138 -8.29881e-05 -0.000343594
274 0.000525634 4.72056e-06 -0.000246416 5e-05 13 2.68406e-12 0.000519975 1.11768e-05 -0.000260519
326 0.000308049 2.13369e-05 -0.000270411 5e-05 13 2.80026e-12 0.000322083 2.97889e-05 -0.000298619
391 0.000417826 -5.0438e-05 -0.00021827 5e-05 11 1.98786e-12 0.000418241 -5.20438e-05 -0.000211427
28 0.000796519 -8.50406e-05 -0.000290725 5e-05 11 4.36111e-12 0.000798404 -8.74606e-05 -0.00031389
82 0.000730765 -6.45922e-05 -0.000133395 5e-05 11 2.41395e-12 0.000745427 -6.35422e-05 -0.000137645
211 0.00064872 9.58022e-06 -0.000204668 5e-05 15 2.55175e-12 0.000653341 1.31562e-05 -0.0002114
296 0.000795194 5.78246e-05 -0.000288936 5e-05 11 4.25564e-12 0.000808956 6.22805e-05 -0.000288862
327 0.000618368 5.21081e-05 -0.000325519 5e-05 10 2.95563e-12 0.000617798 3.42573e-05 -0.000338417
344 0.000592092 -0.000126775 -0.000322149 5e-05 12 3.76041e-12 0.000597919 -0.000121388 -0.000340395
400 0.000715168 0.000119305 -0.000333432 5e-05 9 2.59029e-12 0.000721022 0.000124976 -0.000341253
35 -0.00075981 0.000228793 -0.000220061 5e-05 11 3.18532e-12 -0.000775039 0.000225149 -0.000213753
124 -0.000628015 0.000242914 -0.000143648 5e-05 13 2.30814e-12 -0.000640428 0.000239666 -0.000147554
180 -0.000585341 0.000314275 -0.000232085 5e-05 14 2.48091e-12 -0.000592699 0.00032375 -0.000224377
239 -0.000677621 0.000334357 -0.000313635 5e-05 9 3.41579e-12 -0.000682911 0.000342757 -0.000314768
249 -0.000682901 0.000187426 -0.000301541 5e-05 12 2.62674e-12 -0.000681865 0.000183988 -0.000313394
303 -0.000791911 0.000271096 -0.000331406 5e-05 8 4.05223e-12 -0.0008091 0.000288814 -0.000329779
24 -0.000559606 0.000147728 -0.000245482 5e-05 12 1.86358e-12 -0.00055616 0.000156809 -0.000238757
44 -0.000354803 0.000297859 -0.000221141 5e-05 11 2.5725e-12 -0.000354027 0.000316601 -0.0002391
61 -0.000499908 0.000325558 -0.00030514 5e-05 9 3.39577e-12 -0.000483165 0.000339281 -0.000328306
